
new data
train
0212: pos_pair = 29, neg_pair = 1147
0825, 44, 1909
43.38636363636363
0229, 35, 1343
38.371428571428574
0313, 43, 992
23.069767441860463
0427, 52, 1488
28.615384615384617
1355, 18, 417
23.166666666666668
0092, 23, 680
29.565217391304348
1133, 64, 1112
17.375
0799, 21, 414
19.714285714285715
0033, 26, 352
13.538461538461538
0106, 29, 1456
50.206896551724135
0884, 24, 537
22.375
0182, 33, 787
23.848484848484848
1459, 16, 480
30.0
0442, 57, 2221
38.96491228070175
0929, 53, 937
17.67924528301887
0491, 48, 1605
33.4375
1119, 19, 387
20.36842105263158
0123, 58, 1217
20.982758620689655
0024, 78, 2067
26.5
0481, 33, 1048
31.757575757575758
0739, 21, 720
34.285714285714285
0207, 50, 940
18.8
0390, 27, 1404
52.0
0392, 318, 1573
4.946540880503145
1431, 77, 958
12.441558441558442
0530, 53, 4133
77.98113207547169
1343, 32, 709
22.15625
0162, 53, 1717
32.39622641509434
0791, 34, 869
25.558823529411764
0508, 96, 1500
15.625
0839, 17, 361
21.235294117647058
0977, 35, 461
13.17142857142857
1220, 22, 573
26.045454545454547
0482, 33, 1563
47.36363636363637
1411, 44, 1282
29.136363636363637
1289, 48, 1782
37.125
0363, 22, 924
42.0
0676, 21, 609
29.0
0633, 47, 899
19.127659574468087
0460, 21, 330
15.714285714285714
1517, 85, 950
11.176470588235293
1336, 55, 1073
19.509090909090908
1447, 30, 873
29.1
0285, 79, 2336
29.569620253164558
1087, 55, 2156
39.2
0421, 42, 1669
39.73809523809524
1131, 62, 1954
31.516129032258064
0332, 17, 544
32.0
1561, 27, 1248
46.22222222222222
0756, 58, 1833
31.603448275862068
0589, 37, 1238
33.45945945945946
1143, 66, 1159
17.560606060606062
1439, 83, 1570
18.91566265060241
1189, 62, 2018
32.54838709677419
0733, 133, 2717
20.428571428571427
0002, 49, 1604
32.734693877551024
0970, 26, 794
30.53846153846154
1140, 17, 283
16.647058823529413
0720, 15, 420
28.0
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 13, 4, 3, 0, 14, 8, 6, 2, 10, 11, 5, 9, 1, 7, 12]
0493, 43, 1910
44.41860465116279
1545, 22, 573
26.045454545454547
0868, 95, 2461
25.905263157894737
0638, 36, 2109
58.583333333333336
0053, 18, 213
11.833333333333334
0538, 24, 717
29.875
1403, 77, 1939
25.181818181818183
0928, 37, 1341
36.24324324324324
0902, 58, 2357
40.63793103448276
1026, 62, 2216
35.74193548387097
0599, 20, 760
38.0
0335, 44, 1441
32.75
1420, 32, 1508
47.125
0596, 41, 1135
27.682926829268293
1083, 102, 2244
22.0
0788, 64, 2214
34.59375
0595, 69, 634
9.18840579710145
0693, 23, 1012
44.0
0279, 57, 1713
30.05263157894737
1179, 57, 1483
26.017543859649123
1351, 36, 2520
70.0
0524, 35, 911
26.02857142857143
1452, 58, 1895
32.672413793103445
0305, 26, 1009
38.80769230769231
0242, 129, 2149
16.65891472868217
0533, 47, 656
13.957446808510639
1532, 45, 1180
26.22222222222222
1264, 25, 605
24.2
0567, 144, 2631
18.270833333333332
0447, 28, 918
32.785714285714285
0422, 45, 1230
27.333333333333332
0065, 18, 612
34.0
0857, 32, 1294
40.4375
1463, 43, 1668
38.7906976744186
0344, 16, 390
24.375
1295, 51, 1545
30.294117647058822
0745, 38, 1502
39.526315789473685
0846, 29, 601
20.724137931034484
1082, 43, 587
13.651162790697674
0234, 78, 2697
34.57692307692308
1113, 50, 1381
27.62
0685, 32, 1144
35.75
1065, 45, 516
11.466666666666667
0131, 78, 2200
28.205128205128204
0331, 43, 1232
28.651162790697676
0267, 74, 2341
31.635135135135137
1031, 23, 572
24.869565217391305
0019, 17, 361
21.235294117647058
0134, 48, 898
18.708333333333332
0762, 46, 3357
72.97826086956522
0350, 99, 2247
22.696969696969695
1374, 20, 760
38.0
0918, 20, 760
38.0
1478, 40, 1041
26.025
0430, 21, 720
34.285714285714285
1425, 214, 1382
6.457943925233645
0199, 61, 1479
24.24590163934426
1057, 129, 2427
18.813953488372093
1047, 21, 720
34.285714285714285
0985, 49, 986
20.122448979591837
0577, 25, 795
31.8
0734, 25, 795
31.8
0945, 35, 1046
29.885714285714286
0292, 27, 1248
46.22222222222222
1362, 20, 760
38.0
1325, 32, 914
28.5625
1542, 17, 448
26.352941176470587
0526, 92, 811
8.815217391304348
1472, 51, 1489
29.19607843137255
1492, 65, 1261
19.4
1305, 36, 2520
70.0
1333, 31, 1347
43.45161290322581
0890, 29, 637
21.96551724137931
1518, 27, 568
21.037037037037038
0466, 76, 914
12.026315789473685
0522, 27, 753
27.88888888888889
0897, 94, 1736
18.46808510638298
1299, 57, 1119
19.63157894736842
1145, 41, 905
22.073170731707318
1296, 24, 1104
46.0
0116, 37, 1091
29.486486486486488
1340, 68, 2488
36.588235294117645
0525, 20, 541
27.05
0836, 51, 2650
51.96078431372549
0328, 51, 1840
36.07843137254902
0195, 58, 762
13.137931034482758
1569, 27, 1101
40.77777777777778
0063, 72, 1524
21.166666666666668
1481, 52, 1488
28.615384615384617
0149, 84, 657
7.821428571428571
1558, 42, 1039
24.738095238095237
0841, 62, 1954
31.516129032258064
0495, 47, 2164
46.04255319148936
0312, 25, 716
28.64
0810, 40, 590
14.75
0711, 21, 609
29.0
0397, 58, 1895
32.672413793103445
0992, 33, 708
21.454545454545453
0143, 16, 390
24.375
0347, 100, 2456
24.56
0563, 46, 1280
27.82608695652174
0824, 19, 332
17.473684210526315
1396, 117, 1423
12.162393162393162
0486, 46, 389
8.456521739130435
0743, 48, 1330
27.708333333333332
0377, 25, 605
24.2
0822, 46, 1550
33.69565217391305
1390, 71, 790
11.126760563380282
0678, 18, 510
28.333333333333332
1157, 47, 2879
61.255319148936174
0853, 51, 1174
23.019607843137255
0994, 60, 2218
36.96666666666667
0885, 51, 984
19.294117647058822
1509, 56, 1597
28.517857142857142
0296, 42, 738
17.571428571428573
1504, 26, 677
26.03846153846154
0409, 47, 2231
47.46808510638298
1406, 62, 1591
25.661290322580644
1483, 24, 186
7.75
1196, 439, 1907
4.3439635535307515
1136, 19, 684
36.0
0746, 19, 387
20.36842105263158
0454, 92, 1924
20.91304347826087
0831, 58, 2087
35.98275862068966
0938, 62, 758
12.225806451612904
1178, 48, 2580
53.75
0007, 16, 480
30.0
0949, 58, 1595
27.5
0903, 45, 1495
33.22222222222222
1397, 27, 1008
37.333333333333336
1038, 18, 510
28.333333333333332
0445, 75, 1521
20.28
0235, 54, 1542
28.555555555555557
0521, 16, 480
30.0
0758, 18, 612
34.0
1111, 157, 2258
14.382165605095542
0594, 72, 1944
27.0
0731, 30, 435
14.5
1369, 30, 531
17.7
0621, 49, 1662
33.91836734693877
0700, 71, 1820
25.633802816901408
1161, 18, 417
23.166666666666668
1287, 33, 1095
33.18181818181818
0652, 79, 1874
23.72151898734177
0166, 35, 1343
38.371428571428574
0717, 16, 309
19.3125
0146, 89, 901
10.123595505617978
0365, 36, 1140
31.666666666666668
0222, 53, 1325
25.0
1016, 80, 2770
34.625
1019, 46, 1665
36.19565217391305
0935, 20, 445
22.25
0937, 66, 2349
35.59090909090909
0889, 63, 1953
31.0
0346, 16, 309
19.3125
0549, 67, 1586
23.671641791044777
1356, 80, 3323
41.5375
0211, 73, 2138
29.28767123287671
0348, 30, 1740
58.0
0174, 37, 1448
39.13513513513514
0095, 17, 361
21.235294117647058
1290, 47, 656
13.957446808510639
0257, 16, 480
30.0
1029, 110, 2168
19.70909090909091
0050, 49, 2162
44.12244897959184
0559, 80, 2065
25.8125
1312, 18, 510
28.333333333333332
0793, 44, 902
20.5
0046, 48, 1437
29.9375
1294, 62, 2864
46.193548387096776
0786, 76, 2480
32.63157894736842
0648, 23, 538
23.391304347826086
1553, 22, 413
18.772727272727273
0034, 39, 1042
26.71794871794872
0483, 20, 760
38.0
0774, 46, 989
21.5
1039, 37, 704
19.027027027027028
1262, 75, 1941
25.88
1376, 26, 794
30.53846153846154
1513, 32, 1346
42.0625
0298, 28, 437
15.607142857142858
0757, 45, 2370
52.666666666666664
1141, 58, 2498
43.06896551724138
1240, 76, 2069
27.223684210526315
0882, 29, 917
31.620689655172413
0820, 30, 1296
43.2
0611, 31, 749
24.161290322580644
1292, 16, 390
24.375
0781, 57, 2718
47.68421052631579
0058, 17, 448
26.352941176470587
1428, 30, 498
16.6
1322, 90, 2611
29.011111111111113
0943, 25, 1200
48.0
0200, 39, 1089
27.923076923076923
0439, 27, 1101
40.77777777777778
0646, 33, 787
23.848484848484848
1554, 17, 544
32.0
1523, 39, 951
24.384615384615383
0236, 31, 1509
48.67741935483871
0623, 20, 541
27.05
0842, 214, 1011
4.724299065420561
0639, 41, 739
18.024390243902438
0714, 17, 544
32.0
0230, 39, 1186
30.41025641025641
1054, 21, 840
40.0
0694, 26, 1150
44.23076923076923
0540, 22, 474
21.545454545454547
0272, 37, 704
19.027027027027028
1231, 25, 1200
48.0
0214, 174, 1971
11.327586206896552
0557, 15, 420
28.0
[0, 1, 1, 2, 3, 4, 5, 5, 6, 7, 8, 9, 10, 10, 11, 12, 12, 13, 13, 14, 14, 6, 11, 0, 8, 7, 3, 4, 2, 9]
0597, 44, 2882
65.5
1073, 16, 194
12.125
0137, 58, 3947
68.05172413793103
0136, 29, 1624
56.0
0879, 30, 1245
41.5
0168, 26, 409
15.73076923076923
0755, 32, 1621
50.65625
0995, 22, 798
36.27272727272727
1314, 55, 1430
26.0
0862, 61, 1830
30.0
0173, 63, 2017
32.01587301587302
0876, 22, 506
23.0
1535, 51, 1489
29.19607843137255
0450, 76, 2270
29.86842105263158
1063, 31, 1097
35.38709677419355
1257, 33, 1398
42.36363636363637
0826, 74, 2071
27.986486486486488
0008, 69, 1761
25.52173913043478
1549, 66, 1587
24.045454545454547
0368, 64, 1827
28.546875
1127, 113, 1483
13.123893805309734
1516, 121, 2882
23.818181818181817
1228, 49, 1226
25.020408163265305
0094, 19, 576
30.31578947368421
1391, 89, 2467
27.719101123595507
0864, 39, 1186
30.41025641025641
1435, 25, 921
36.84
1055, 45, 858
19.066666666666666
0473, 34, 869
25.558823529411764
0436, 45, 2233
49.62222222222222
0171, 29, 566
19.517241379310345
1529, 41, 1087
26.51219512195122
0551, 31, 710
22.903225806451612
1170, 23, 1012
44.0
1219, 54, 1657
30.685185185185187
0704, 73, 1202
16.465753424657535
1331, 84, 1191
14.178571428571429
1013, 49, 1604
32.734693877551024
0052, 53, 688
12.981132075471699
0160, 304, 1907
6.2730263157894735
1281, 34, 1857
54.61764705882353
1519, 59, 2791
47.30508474576271
0164, 56, 1597
28.517857142857142
0726, 46, 2655
57.71739130434783
0925, 38, 703
18.5
0402, 38, 823
21.657894736842106
0593, 84, 2127
25.321428571428573
0895, 58, 845
14.568965517241379
1417, 26, 1009
38.80769230769231
1402, 15, 420
28.0
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 3, 8, 10, 13, 5, 7, 4, 14, 12, 2, 1, 6, 0, 9, 11]
0939, 34, 1001
29.441176470588236
1253, 76, 2850
37.5
0178, 20, 760
38.0
1132, 30, 1245
41.5
1445, 35, 785
22.428571428571427
1032, 21, 840
40.0
0004, 22, 608
27.636363636363637
0698, 26, 794
30.53846153846154
0339, 48, 1968
41.0
1123, 13, 240
18.46153846153846
[0, 1, 2, 3, 3, 4, 4, 5, 6, 6, 6, 7, 8, 9, 10, 10, 8, 2, 9, 0, 1, 7, 5]
0910, 28, 1053
37.607142857142854
0395, 27, 963
35.666666666666664
1568, 43, 1038
24.13953488372093
1423, 47, 943
20.06382978723404
0634, 40, 1613
40.325
0513, 83, 778
9.373493975903614
0996, 30, 1098
36.6
0952, 81, 1689
20.85185185185185
0914, 24, 837
34.875
1375, 25, 795
31.8
0645, 45, 816
18.133333333333333
0210, 21, 540
25.714285714285715
0656, 73, 1580
21.643835616438356
0871, 23, 1012
44.0
1066, 49, 2229
45.48979591836735
0544, 72, 831
11.541666666666666
1275, 34, 669
19.676470588235293
0565, 52, 1718
33.03846153846154
0833, 77, 1519
19.727272727272727
0083, 49, 1127
23.0
0477, 62, 799
12.887096774193548
0643, 60, 2641
44.016666666666666
0653, 26, 535
20.576923076923077
1124, 43, 1553
36.116279069767444
0732, 74, 1942
26.243243243243242
1537, 47, 2299
48.91489361702128
1413, 24, 1104
46.0
0659, 19, 576
30.31578947368421
1458, 21, 840
40.0
0183, 31, 872
28.129032258064516
0752, 99, 1441
14.555555555555555
0318, 24, 837
34.875
0602, 46, 815
17.717391304347824
0081, 27, 753
27.88888888888889
1505, 28, 833
29.75
0772, 76, 2927
38.51315789473684
0954, 32, 1003
31.34375
1556, 53, 2293
43.264150943396224
0531, 23, 1012
44.0
0955, 37, 909
24.56756756756757
1249, 54, 1657
30.685185185185187
1272, 27, 603
22.333333333333332
0379, 56, 1540
27.5
0723, 55, 1898
34.50909090909091
0771, 37, 1733
46.83783783783784
0759, 114, 2232
19.57894736842105
1209, 55, 686
12.472727272727273
1474, 26, 877
33.73076923076923
0674, 36, 2310
64.16666666666667
0451, 28, 1512
54.0
0961, 31, 830
26.774193548387096
1104, 38, 1615
42.5
0103, 17, 544
32.0
1412, 82, 1514
18.463414634146343
0886, 23, 757
32.91304347826087
1461, 44, 1282
29.136363636363637
0426, 35, 1046
29.885714285714286
0632, 33, 1563
47.36363636363637
0054, 72, 1306
18.13888888888889
1241, 22, 474
21.545454545454547
0000, 28, 833
29.75
0433, 23, 383
16.652173913043477
1176, 35, 1046
29.885714285714286
0779, 34, 1857
54.61764705882353
0364, 41, 905
22.073170731707318
1117, 18, 612
34.0
0572, 22, 681
30.954545454545453
0009, 34, 317
9.323529411764707
1399, 18, 172
9.555555555555555
1158, 27, 876
32.44444444444444
0568, 59, 1216
20.610169491525422
0158, 34, 561
16.5
0241, 65, 1160
17.846153846153847
1245, 46, 1439
31.282608695652176
0916, 26, 1300
50.0
0485, 20, 760
38.0
0464, 85, 735
8.647058823529411
0615, 52, 1601
30.78846153846154
0475, 40, 1391
34.775
1501, 126, 1954
15.507936507936508
0259, 24, 1104
46.0
0073, 58, 1268
21.862068965517242
0934, 43, 1442
33.53488372093023
0188, 27, 963
35.666666666666664
0801, 29, 1052
36.275862068965516
0022, 28, 1512
54.0
0276, 19, 477
25.105263157894736
0968, 22, 924
42.0
1042, 37, 2043
55.21621621621622
0401, 52, 1659
31.903846153846153
0480, 18, 612
34.0
0812, 70, 1641
23.442857142857143
0545, 41, 2374
57.90243902439025
0414, 57, 804
14.105263157894736
0043, 20, 646
32.3
1345, 18, 417
23.166666666666668
0730, 52, 809
15.557692307692308
1242, 18, 333
18.5
1441, 57, 2946
51.68421052631579
0829, 53, 893
16.849056603773583
1466, 119, 3709
31.168067226890756
0814, 38, 1792
47.1578947368421
0631, 104, 2452
23.576923076923077
1155, 23, 572
24.869565217391305
1139, 34, 494
14.529411764705882
0571, 60, 1893
31.55
1557, 40, 2040
51.0
0658, 55, 1220
22.181818181818183
0898, 54, 2721
50.388888888888886
0304, 23, 355
15.434782608695652
0753, 30, 711
23.7
0006, 84, 1996
23.761904761904763
1070, 50, 1225
24.5
0281, 14, 364
26.0
[0, 1, 1, 2, 3, 4, 4, 5, 6, 6, 7, 8, 9, 10, 11, 12, 13, 13, 9, 7, 10, 11, 8, 0, 2, 3, 5, 12]
0113, 29, 1456
50.206896551724135
1567, 71, 709
9.985915492957746
0776, 23, 643
27.956521739130434
0953, 68, 2417
35.544117647058826
1102, 90, 1341
14.9
0373, 23, 1012
44.0
0604, 37, 866
23.405405405405407
1512, 68, 2417
35.544117647058826
0284, 34, 827
24.323529411764707
1385, 38, 908
23.894736842105264
1109, 67, 1158
17.28358208955224
0975, 30, 873
29.1
0251, 68, 1823
26.808823529411764
0721, 48, 772
16.083333333333332
0072, 18, 510
28.333333333333332
1366, 56, 1897
33.875
1246, 42, 1233
29.357142857142858
0121, 34, 1397
41.088235294117645
1539, 53, 1487
28.056603773584907
1347, 37, 2241
60.567567567567565
0667, 46, 1385
30.108695652173914
0816, 103, 2747
26.66990291262136
0102, 35, 2176
62.17142857142857
1091, 42, 1389
33.07142857142857
0607, 47, 1723
36.659574468085104
0360, 46, 1082
23.52173913043478
0091, 60, 1593
26.55
1319, 42, 738
17.571428571428573
1526, 58, 1482
25.551724137931036
1166, 40, 995
24.875
0922, 59, 2569
43.54237288135593
1285, 46, 1229
26.717391304347824
1061, 54, 1962
36.333333333333336
1280, 46, 1494
32.47826086956522
1089, 66, 2349
35.59090909090909
0342, 52, 1601
30.78846153846154
0552, 15, 336
22.4
[0, 1, 2, 3, 4, 5, 6, 7, 8, 8, 9, 9, 9, 10, 11, 12, 1, 0, 4, 7, 11, 12, 2, 5, 6, 3, 10]
0504, 55, 1323
24.054545454545455
0690, 34, 1241
36.5
0679, 23, 1012
44.0
1040, 33, 1920
58.18181818181818
1010, 76, 2004
26.36842105263158
1121, 59, 1594
27.016949152542374
0228, 18, 612
34.0
0458, 30, 873
29.1
1151, 73, 1880
25.753424657534246
1324, 50, 896
17.92
0959, 66, 1312
19.87878787878788
0555, 46, 900
19.565217391304348
0419, 46, 944
20.52173913043478
1236, 26, 754
29.0
0457, 23, 757
32.91304347826087
0177, 86, 3074
35.74418604651163
0813, 85, 2841
33.423529411764704
1487, 66, 1950
29.545454545454547
0227, 35, 1618
46.22857142857143
0984, 37, 1733
46.83783783783784
0425, 273, 1212
4.43956043956044
1291, 30, 750
25.0
0619, 31, 320
10.32258064516129
1250, 32, 1049
32.78125
0838, 25, 921
36.84
1135, 80, 2770
34.625
1367, 68, 1258
18.5
0722, 37, 1394
37.67567567567568
0908, 62, 2639
42.564516129032256
1405, 32, 244
7.625
0649, 64, 1367
21.359375
0828, 37, 1188
32.108108108108105
0187, 75, 2851
38.013333333333335
0118, 24, 1104
46.0
1014, 65, 2491
38.323076923076925
0487, 33, 1293
39.18181818181818
0337, 18, 360
20.0
1105, 69, 1012
14.666666666666666
0680, 44, 1334
30.318181818181817
1515, 56, 1714
30.607142857142858
0917, 53, 1123
21.18867924528302
0051, 24, 837
34.875
0858, 17, 544
32.0
0699, 17, 544
32.0
0140, 70, 1760
25.142857142857142
0727, 17, 544
32.0
0280, 34, 956
28.11764705882353
1521, 62, 2353
37.95161290322581
0225, 57, 1269
22.263157894736842
1432, 27, 1248
46.22222222222222
1309, 15, 420
28.0
[0, 1, 2, 3, 4, 5, 5, 6, 7, 7, 8, 8, 9, 10, 11, 11, 12, 13, 13, 14, 10, 1, 2, 0, 4, 12, 6, 14, 9, 3]
1429, 51, 1602
31.41176470588235
1259, 98, 1855
18.928571428571427
0462, 34, 1677
49.3235294117647
1306, 111, 669
6.027027027027027
1204, 23, 328
14.26086956521739
0107, 20, 760
38.0
0474, 13, 312
24.0
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 12, 8, 5, 6, 7, 2, 9, 4, 3, 10, 11, 0, 1]
0261, 36, 999
27.75
0371, 18, 417
23.166666666666668
0273, 116, 2965
25.560344827586206
0624, 50, 2161
43.22
0080, 32, 634
19.8125
0138, 46, 900
19.565217391304348
0719, 66, 2937
44.5
0666, 36, 910
25.27777777777778
1480, 84, 906
10.785714285714286
1440, 32, 958
29.9375
0783, 19, 576
30.31578947368421
0186, 43, 1497
34.81395348837209
0087, 68, 878
12.911764705882353
0636, 129, 2217
17.186046511627907
0815, 33, 495
15.0
1067, 37, 1188
32.108108108108105
1530, 35, 2176
62.17142857142857
0301, 30, 531
17.7
1198, 64, 1367
21.359375
1442, 24, 837
34.875
0848, 24, 1104
46.0
0650, 44, 1609
36.56818181818182
0695, 54, 766
14.185185185185185
0509, 28, 182
6.5
1382, 26, 1300
50.0
0086, 23, 880
38.26086956521739
0253, 24, 717
29.875
0651, 102, 2043
20.029411764705884
1056, 110, 2518
22.89090909090909
0585, 34, 632
18.58823529411765
1230, 46, 1907
41.45652173913044
1018, 19, 684
36.0
1562, 24, 966
40.25
0881, 140, 2786
19.9
0274, 28, 407
14.535714285714286
0031, 74, 2272
30.7027027027027
0580, 35, 1343
38.371428571428574
1080, 51, 810
15.882352941176471
0435, 45, 1281
28.466666666666665
0238, 44, 902
20.5
0369, 56, 2429
43.375
1076, 18, 510
28.333333333333332
0586, 35, 1795
51.285714285714285
1062, 31, 830
26.774193548387096
0960, 95, 1283
13.505263157894737
0630, 44, 421
9.568181818181818
1443, 45, 1281
28.466666666666665
1173, 33, 787
23.848484848484848
0476, 49, 1721
35.12244897959184
1378, 22, 798
36.27272727272727
0254, 122, 2023
16.581967213114755
0263, 127, 734
5.7795275590551185
0282, 82, 2333
28.451219512195124
1200, 52, 1029
19.78846153846154
1508, 71, 2932
41.29577464788732
1419, 63, 1212
19.238095238095237
1498, 30, 600
20.0
0079, 40, 950
23.75
0037, 54, 612
11.333333333333334
0692, 19, 684
36.0
1229, 27, 963
35.666666666666664
0875, 28, 833
29.75
0416, 123, 1588
12.910569105691057
0697, 59, 1069
18.11864406779661
0255, 21, 840
40.0
1020, 25, 1200
48.0
1267, 50, 2578
51.56
0124, 43, 1085
25.232558139534884
1421, 17, 544
32.0
0673, 84, 2617
31.154761904761905
0489, 40, 1041
26.025
0877, 28, 1053
37.607142857142854
0196, 140, 1630
11.642857142857142
0971, 102, 2176
21.333333333333332
1310, 35, 1795
51.285714285714285
0749, 139, 1877
13.503597122302159
0478, 27, 753
27.88888888888889
0661, 33, 402
12.181818181818182
1072, 31, 1194
38.516129032258064
0861, 113, 2588
22.902654867256636
0573, 12, 198
16.5
[0, 1, 1, 2, 3, 3, 4, 4, 5, 5, 6, 6, 7, 8, 8, 8, 9, 9, 7, 2, 0]
1524, 72, 2139
29.708333333333332
1144, 45, 945
21.0
0766, 7, 84
12.0
[0, 1, 2, 3, 4, 5, 5, 6, 1, 4, 6, 3, 2, 0]
1107, 17, 448
26.352941176470587
0562, 46, 2165
47.06521739130435
1491, 70, 2631
37.58571428571429
1174, 17, 236
13.882352941176471
1009, 41, 1444
35.21951219512195
0956, 39, 1672
42.87179487179487
0982, 21, 840
40.0
0391, 14, 364
26.0
[0, 1, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 12, 13, 8, 0, 7, 4, 2, 10, 13, 6, 9, 3, 11, 5]
1565, 56, 1655
29.553571428571427
0767, 54, 1122
20.77777777777778
0913, 74, 1756
23.72972972972973
0128, 57, 723
12.68421052631579
0204, 85, 1293
15.211764705882352
0532, 17, 361
21.235294117647058
1156, 12, 264
22.0
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 9, 10, 11, 4, 10, 0, 2, 6, 1, 7, 11, 5, 8, 3]
0398, 30, 1401
46.7
1106, 42, 1086
25.857142857142858
0598, 52, 1601
30.78846153846154
0763, 65, 313
4.815384615384615
1389, 32, 1621
50.65625
0345, 53, 1222
23.056603773584907
0696, 28, 602
21.5
0159, 28, 1197
42.75
0129, 15, 420
28.0
[0, 1, 2, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 13, 5, 1, 6, 8, 11, 14, 12, 3, 7, 4, 9, 0, 10]
0716, 38, 628
16.526315789473685
0798, 23, 1012
44.0
0310, 98, 1555
15.86734693877551
1201, 51, 1077
21.11764705882353
0208, 33, 1737
52.63636363636363
0275, 32, 1193
37.28125
1213, 17, 544
32.0
0601, 61, 1214
19.901639344262296
1150, 10, 180
18.0
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 0, 9, 2, 7, 1, 3, 4, 8, 5, 6]
0893, 33, 1563
47.36363636363637
1293, 40, 1851
46.275
1469, 54, 2091
38.72222222222222
1142, 54, 726
13.444444444444445
1048, 30, 1245
41.5
0005, 25, 1056
42.24
0032, 133, 2145
16.127819548872182
1503, 41, 1555
37.926829268292686
0560, 18, 510
28.333333333333332
1235, 19, 684
36.0
1260, 37, 2664
72.0
0154, 38, 1853
48.76315789473684
0706, 46, 1280
27.82608695652174
1550, 17, 361
21.235294117647058
1511, 63, 1477
23.444444444444443
1116, 35, 1396
39.885714285714286
1335, 87, 1993
22.908045977011493
0151, 36, 2310
64.16666666666667
0041, 49, 1781
36.3469387755102
0300, 50, 853
17.06
0320, 62, 1954
31.516129032258064
0068, 48, 2032
42.333333333333336
0459, 49, 1904
38.857142857142854
1298, 27, 1248
46.22222222222222
0463, 24, 642
26.75
0408, 48, 1437
29.9375
1202, 39, 741
19.0
1337, 93, 1132
12.172043010752688
0290, 18, 612
34.0
1329, 25, 716
28.64
1205, 34, 2244
66.0
1137, 26, 569
21.884615384615383
1064, 25, 1200
48.0
1023, 59, 1481
25.10169491525424
1096, 30, 636
21.2
0193, 98, 2752
28.081632653061224
0125, 34, 1094
32.1764705882353
0456, 30, 1566
52.2
0434, 128, 2083
16.2734375
0357, 22, 924
42.0
1081, 24, 1104
46.0
0213, 17, 544
32.0
1269, 49, 1721
35.12244897959184
0625, 41, 1040
25.365853658536587
0754, 29, 1052
36.275862068965516
1477, 25, 795
31.8
1078, 32, 1049
32.78125
0920, 21, 414
19.714285714285715
1393, 75, 2481
33.08
0323, 37, 953
25.756756756756758
1297, 48, 2097
43.6875
0503, 46, 815
17.717391304347824
0773, 56, 1219
21.767857142857142
0027, 95, 1558
16.4
0191, 26, 604
23.23076923076923
1453, 36, 1794
49.833333333333336
1364, 32, 829
25.90625
0923, 18, 612
34.0
0372, 56, 1429
25.517857142857142
0665, 47, 1783
37.93617021276596
0688, 36, 999
27.75
0940, 38, 665
17.5
0119, 38, 865
22.763157894736842
0440, 21, 304
14.476190476190476
0014, 22, 924
42.0
0855, 61, 800
13.114754098360656
1138, 26, 754
